C0274714,Adrenergic syndrome
2013,man has 'balloon tumour' removed 
2014,video: aherne: 'only special people get cancer' 
2015,call to halve target for added sugar 
2016,649965305856|thu jun 26 09:26:59 +0000 2014|savile nhs victims aged five to 75 
2017,110790414336|thu jun 26 07:09:44 +0000 2014|savile hospital abuse reports due 
2018,433935757312|thu jun 26 03:32:28 +0000 2014|celebrities call for drug law change 
2019,433306591233|thu jun 26 03:32:28 +0000 2014|water 'will help cut child obesity' 
2020,failing nhs trust in special measures 
2021,how much sugar do we eat? 
2022,nhs blunders led to toddler 's death 
2023,video: do medical students want to become gps? 
2024,jab 'protects mice against tumours' 
2025,video: woman set for double hand transplant 
2026,video: 'i don't get right to die ruling' 
2027,campaigners lose 'right to die' case 
2028,video: right-to-die judgement due 
2029,video: bma warns on gp waiting times 
2030,wed jun 25 03:30:38 +0000 2014|doctors face new language checks 
2031,right-to-die court judgement due 
2032,patients 'facing longer gp waits' 
2033,video: call for hospital safety experts 
2034,concerns over fat burning drug dnp 
2035,"ban new smokers, call from doctors "
2036,audio: nhs 'needs honest reporting culture' 
2037,video: mental health services 'a car crash' 
2038,video: one fifth of hospitals 'cover up errors' 
2039,mental health services 'a car crash' 
2040,call to improve heart op consent 
2041,hospital mistakes cover-up fears 
2042,'he saved my life that night' 
2043,polio virus sample found in brazil 
2044,probe into care of reporter's father 
2045,28|mon jun 23 09:35:38 +0000 2014|soaps to screen organ donor adverts 
2046,parties 'using nhs to win votes' 
2047,'sugar tax' call for child obesity 
2048,nhs 'satisfaction' rises over decade 
2049,'shoebox ivf' hope for infertile couples 
2050,video: ebola outbreak is 'out of control' 
2051,horse treatment used in human trials 
2052,why is khat about to be banned? 
2053,mental health cuts 'affect children' 
2054,video: 'devastating impact of pip benefit' 
2055,how did suarez recover from injury? 
2056,hit songs help memory research 
2057,audio: is working standing up good for health? 
2058,sunbathing 'may be addictive' 
2059,509257728|fri jun 20 03:44:18 +0000 2014|kandinsky salad 'tastes better' 
2060,exercise guidelines 'put people off' 
2061,33632|thu jun 19 22:57:01 +0000 2014|anthrax risk for 75 scientists in us 
2062,video: meet the author: norman fowler 
2063,video: cameron boosts aid to tackle dementia 
2064,skin and liver cancer up in england 
2065,smoking during pregnancy at new low 
2066,girls aged 11 'trying e-cigarettes' 
2067,diabetes gene 'raises risk tenfold' 
2068,suicide alert 'may have backfired' 
2069,dementia progress 'achingly slow' 
2070,huge increase in crohn's treatment 
2071,audio: should addicts be prescribed heroin? 
2072,video: 'noisy wards' could affect recovery 
2073,99688192|wed jun 18 09:49:29 +0000 2014|audio: aspirin 'not best' for heart problems 
2074,video: hospitals risk 'running out of money' 
2075,5872|wed jun 18 06:22:19 +0000 2014|video: nhs england 'faces £2bn funding gap' 
2076,024|wed jun 18 03:49:05 +0000 2014|nhs england 'faces £2bn funding gap' 
2077,bird flu 'danger zones' mapped 
2078,video: 'diseased meat may go undetected' 
2079,baby ashes report calls for new laws 
2080,video: baby ashes report calls for new laws 
2081,nhs 'facing £2.5bn funding gap' 
2082,mesh implant suspension requested 
2083,birthing pool infection risk warning 
2084,nursing: are we facing a trade-off? 
2085,audio: coma survivor: 'it's frustrating' 
2086,0|tue jun 17 11:11:41 +0000 2014|audio: 'scared' residents hit back at charity 
2087,legal duty over resuscitation orders 
2088,video: fried food limit on school meals 
2089,equal access to cancer drugs call 
2090,fried food limit in school meals 
2091,'diseased meat could go undetected' 
2092,balloon surgery treats road injuries 
2093,microwave helmet 'can spot a stroke' 
2094,'smart glasses' for failing vision 
2095,hospital wards 'too noisy at night' 
2096,hospital trust services 'inadequate' 
2097,hospital 'cleared' over baby deaths 
2098,audio: charity warns over autism abuse 
2099,pupils' mental health needs 'unmet' 
2100,audio: dentists promise fillings without drills 
2101,dentists aim for drill-free future 
2102,patient sings through throat surgery 
2103,audio: 'i was completely paralysed' 
2104,how ww1 changed emergency medicine 
2105,out-of-hours concerns highlighted 
2106,councils charging terminally ill 
2107,washing chicken 'spreads infection' 
2108,nurses' anger over 'unfair' pay deal 
2109,video: living with hiv when over 50 
2110,'time running out to find a match' 
2111,older hiv patients 'need support' 
2112,nhs scan and test delays 'worrying' 
2113,medical research defender knighted 
2114,sex apps 'increasing risk of stis' 
2115,audio: retiring early: freedom or boredom? 
2116,video: could hairdryers get girls to do pe? 
2117,video: exoskeleton helps paralysed to walk 
2118,poor tracheostomy care warning 
2119,4289|fri jun 13 00:56:52 +0000 2014|identify people living in cold homes 
2120,hospital patients to get named doctor 
2121,audio: childminder 'sacked for being too fat' 
2122,87520|thu jun 12 13:41:18 +0000 2014|second hospital feed baby dies 
2123,eu may define obesity as disability 
2124,video: how much sugar is in your drink? 
2125,"recession 'led to 10,000 suicides' "
2126,'sunscreen not complete protection' 
2127,967920128|wed jun 11 14:25:54 +0000 2014|'serious failings' at gp practice 
2128,video: red meat 'linked to breast cancer' 
2129,video: doctors urge caution on statin use 
2130,call for urgency on plain cigarettes 
2131,red meat 'linked to breast cancer' 
2132,"don't extend statin use, say doctors "
2133,home's 19 deaths prompt safety call 
2134,audio: catching cancer early 'is key' 
2135,irish bid to ban branded cigarettes 
2136,ambulance crew picks up hitch-hikers 
2137,video: many 'on cusp' of diabetes 
2138,aberdeen hospital care to be reviewed 
2139,'world's youngest' heart baby dies 
2140,concern over phone 'sperm threat' 
2141,apology for cancer diagnosis delay 
2142,one in three 'on cusp' of diabetes 
2143,'tomato in a pill' for heart disease 
2144,autism costs '£32bn per year' in uk 
2145,'world's smallest' pacemaker fitted 
2146,review into 'harrowing' care scandal 
2147,aspirin 'not best to stop strokes' 
2148,social care target for £75m cuts 
2149,ops cancelled as storms hit phones 
2150,'fewer than half know who runs nhs' 
2151,has devolution delivered for nhs? 
2152,activity aids breast cancer survival 
2153,holy sites 'may offer clues to antibiotic resistance' 
2154,campaigners criticise care changes 
2155,father's plea over baby feed death 
2156,parents arrested over obese child 
2157,hospital feed death baby is named 
2158,bosses urged to promote lunch breaks 
2159,dropping the 'n' in nhs 
2160,sleep's memory role discovered 
2161,three new baby nhs poisoning cases 
2162,how do you feed very sick babies? 
2163,audio: baby poisoning bug 'hard to treat' 
2164,malnutrition 'damages gut bacteria' 
2165,video: thalidomide victims launch legal action 
2166,police investigate nhs patient death 
2167,video: police probe patient hospital death 
2168,feed firm 'saddened' by baby death 
2169,thalidomide victims in new legal bid 
2170,teenage star of cancer diagnosis 
2171,why is glasgow the uk’s sickest city? 
2172,camel infection 'led to mers death' 
2173,pollution tie to irregular heartbeat 
2174,ebola death toll hits 208 in guinea 
2175,fifteen babies given blood poisoning 
2176,nhs 'failing elderly patients' 
2177,the plague of light in our bedrooms 
2178,does the size of the nhs budget matter? 
2179,centenarians 'are outliving disease' 
2180,audio: 'i hallucinate tapestries and monks' 
2181,msps hear from mesh implants victims 
2182,'godfather of ecstasy' dies aged 88 
2183,audio: british feet 'are getting bigger' 
2184,three-person babies 'in two years' 
2185,audio: 'bad drivers delaying ambulances' 
2186,autism linked to 'male hormones' 
2187,staff leave sierra leone over ebola 
2188,health drive for 'school gate' shops 
2189,more heart wait patients dying 
2190,inquiry into emergency health care 
2191,skin cancer trial results 'exciting' 
2192,"bug repellent 'is safe', study says "
2193,feet are 'getting bigger and wider' 
2194,men 'feel more pain after major ops' 
2195,'millions denied end-of-life drugs' 
2196,care home owner did not raise claims 
2197,nhs 'still fails' dementia patients 
2198,mental health beds 'crisis' warning 
2199,being bilingual 'slows brain ageing' 
2200,smoking and cancer gene 'deadly mix' 
2201,"video: the man who coined ""shell shock"" "
2202,audio: advergames 'affect eating habits' 
2203,video: food advergames 'target children' 
2204,babies can learn to love vegetables 
2205,video: 'josh must return home to survive' 
2206,cancer waiting time targets slip 
2207,'keep taking statins' says drug body 
2208,audio: local hospitals 'can improve elderly care' 
2209,video: child emotional abuse calls rise 
2210,new nhs boss backs smaller hospitals 
2211,blood pressure advances save lives 
2212,light bedrooms 'link to obesity' 
2213,us measles cases reach 20-year high 
2214,audio: dementia sufferer: 'i feel no different' 
2215,possible cynicism link to dementia 
2216,drugs to treat alcohol top £3m 
2217,audio: tobacco industry 'must be progressive' 
2218,video: overweight total tops 2.1bn globally 
2219,video: call to allow use of e-cigarettes 
2220,medics in sierra leone ebola push 
2221,overweight total tops 2.1bn globally 
2222,laser hope on root canal treatments 
2223,call to 'resist e-cigarette controls' 
2224,new bird flu 'not global threat' 
2225,what is an 'obesogenic' environment? 
2226,audio: sugary drinks 'should have warnings' 
2227,4|wed may 28 11:42:17 +0000 2014|audio: minimum pricing too 'watered down' 
2228,audio: nhs 'should pay for slimming class joiners' 
2229,video: 'lose a little' obesity advice 
2230,gp: 'my surgery is breaking apart' 
2231,gene test for heart risk rolled out 
2232,'lose a little' advice on obesity 
2233,does cycling help you live longer? 
2234,video: football clubs tackle overweight fan 
2235,sperm swim upstream 'in a shoal' 
2236,patients miss waiting time target 
2237,police investigate patient restraint 
2238,"be wary of wikipedia, say scientists "
2239,video: child sight loss 'on the increase' 
2240,the brave new world of diy faecal transplant 
2241,child sight loss 'on the increase' 
2242,refugees 'struggle for cancer care' 
2243,why your children don't listen to you 
2244,how reliable are medical research checks? 
2245,duchenne drug 'nears approval' in eu 
2246,video: immune children aid malaria fight 
2247,abortion clinic 
2248,meet woman with rare skin condition 
2249,night-eating syndrome 'is real' 
2250,plan to cut hospital admissions 'risky' 
2251,admitting fewer patients 'won't cut costs' 
2252,video: why doctors are simulating the heart 
2253,kidney dialysis machine for babies 
2254,immune children aid malaria fight 
2255,cardiac care services discussed 
2256,video: nurse shows off 'improved' care ward 
2257,gps say no to charging patients 
2258,audio: to a&amp;e or not to a&amp;e? 
2259,no extradition for fatal dose doctor 
2260,tesco to remove sweets from checkouts 
2261,hospital superbug 'shared with pets' 
2262,most patients 'right to go to a&amp;e' 
2263,video: saudi arabia promises action on mers 
2264,nhs 'masterchef' contest launched 
2265,obesity op rules stricter in wales 
2266,chronic pain 'may be inherited' 
2267,brain research 'needs new strategy' 
2268,laverbread salmonella probe ongoing 
2269,doctors 'powerless' over legal highs 
2270,un warns of synthetic drug boom 
2271,'why i decided not to have children' 
2272,video: what is generalised anxiety disorder? 
2273,"google glass can hurt, doctor warns "
2274,e-cigarettes 'help smokers to quit' 
2275,do brains predetermine our politics? 
2276,why mediterranean diet is 'healthy' 
2277,prostate cancer 'linked to sex bug' 
2278,mobile phone child health risk probe 
2279,video: charging to see a gp? 
2280,audio: mother's grief after ambulance mix-up 
2281,video: explaining gp role in new nhs structure 
2282,astrazeneca rejects new pfizer bid 
2283,regulate food 'like cigarettes' 
2284,patients asked to shape nursing code 
2285,life as a nurse: 'my patients go through hell' 
2286,eradicating polio one step at a time 
2287,care home move 'breached rights' 
2288,brazil 2014 dengue risk predicted 
2289,big brand suncreams fail tests 
2290,audio: childline drink and drug calls rise 
2291,video: jamie oliver backs free school meals 
2292,high bmi stem-cell donors 'safe' 
2293,two meals a day 'can treat diabetes' 
2294,stressful films 'endanger the heart' 
2295,video: opening the doors on animal testing 
2296,audio: effects of thalidomide 'were horrific' 
2297,audio: safe or not? statins debated 
2298,health mots for psychiatric patients 
2299,panel to investigate statin articles 
2300,heads voice medical guidance concern 
2301,screening hope for premature labour 
2302,end-of-life care 'deeply concerning' 
2303,anti-depressant 'slows' alzheimer's 
2304,hospital staff test negative for mers 
2305,audio: four-hour queues to see retiring gp 
2306,fundraiser stephen sutton dies at 19 
2307,body clock: six things we learned 
2308,video: health chiefs meet over mers virus 
2309,video: 'scarred for life' from sunbed use 
2310,glaxo china head named in probe 
2311,pfizer to face new grilling by mps 
2312,sense of purpose 'adds years to life' 
2313,the third way: life in a retirement village 
2314,exercise 'messes with heart rhythm' 
2315,spot checks into oap hospital care 
2316,video: health and your body clock 
2317,chronotherapy: drugs &amp; our body clock 
2318,two new 'potential' us mers cases 
2319,video: pfizer bid 'could delay' drugs 
2320,pfizer takeover 'could delay' drugs 
2321,rugby youth face scrum safety tests 
2322,leprosy vaccine scientist dies 
2323,hospital care failings 'shock' 
2324,audio: 'many more midwives needed' 
2325,video: play therapy to help brain scans 
2326,video: are we ignoring our body clocks? 
2327,hospital's a&amp;e 'not fit for purpose' 
2328,video: where is the best place to give birth? 
2329,how patients might design a psychiatric hospital 
2330,red wine health benefits 'overhyped' 
2331,top scientist: pfizer bid 'flimsy' 
2332,labour ward 'not for regular births' 
2333,'arrogance' over need for sleep 
2334,second heathrow mers case identified 
2335,us confirms second mers virus case 
2336,labour: gp visit 'within 48 hours' 
2337,us twin babies born holding hands 
2338,audio: trial cancer drug 'saved my life' 
2339,pfizer in astrazeneca legal pledge 
2340,robot arm gets official us approval 
2341,cancer teen readmitted to hospital 
2342,the huge cost of developing drugs 
2343,"28,000 'may have faulty heart genes' "
2344,few 'will hit social care cost cap' 
2345,death discussions 'taboo' for many 
2346,coeliac disease diagnoses rise in uk 
2347,uk mental health cost of afghan war 
2348,does this article make you feel awkward? 
2349,safe nursing levels recommended 
2350,making prescriptions clearer with pictures 
2351,bowel disease a-to-z guide launched 
2352,rare disease screening for newborns 
2353,'wee oscar' dies after cancer battle 
2354,a&amp;e waiting time targets improve 
2355,man donated three kidneys by family 
2356,multiple sclerosis find 'exciting' 
2357,women's heart health fitness warning 
2358,'family arguing' in early death link 
2359,video: what can a $200 smart vest do? 
2360,which football fans will live longest? 
2361,ni women: no free english abortions 
2362,thousands waiting longer in a&amp;e 
2363,aspirin may stop chemo hearing loss 
2364,better care plan for neuro patients 
2365,the dogs that smell breath to monitor diabetes 
2369,audio: ex-carer on trouble with language 
2370,audio: woman defends filming own abortion 
2371,video: the risks of sitting all day long 
2372,carers 'must be able to speak english' 
2373,'dementia-friendly' workplaces call 
2374,mum's decision to save only one twin 
2375,why is polio a public emergency? 
2376,polio jabs for pakistani travellers 
2377,former astra boss attacks pfizer bid 
2378,video: world's biggest health scan project 
2379,audio: mum's decision to save only one twin 
2380,video: 'i wish doctors had listened to me' 
2381,"maternal deaths falling, says who "
2382,audio: 'asthma off national agenda' 
2383,video: mental health patients 'hit by cuts' 
2384,video: 'no family should be left like mine' 
2385,hospital 'failed' two patients 
2386,'complacency' leads to asthma deaths 
2387,'no resuscitation' case in court 
2388,cuts 'hitting mental health patients' 
2389,video: 'helmet' used to treat depression 
2390,world facing polio health emergency 
2391,new blood can 'recharge old brain' 
2392,video: new blood the secret to youth? 
2393,poll backs school fizzy drinks ban 
2394,brittle bone disease protein 'find' 
2395,video: reducing sugar for a week 
2396,hormone boost 'may help infertility' 
2397,health apps - are they all good news? 
2398,arrest over alleged care home abuse 
2399,new care workers to earn certificate 
2400,baby heart risk for pregnant smokers 
2401,loneliness 'rising among elderly' 
2402,why the uk has a high child death rate 
2403,heathrow flight 'mers' virus warning 
2404,"who, what, why: how dangerous are tick bites in the uk? "
2405,under-fives death rate 'high in uk' 
2409,video: new tests in uk biobank trial 
2410,legal challenge over nhs spending 
2411,pfizer raises astrazeneca offer 
2412,video: cancer symptoms dismissed as ibs 
2413,nursing home abuse report due 
2417,inquiry call over nursing home abuse 
2418,commons debates smear test age limit 
2419,children copy 'parent screen habits' 
2420,legal high options 'open' - minister 
2421,call for smear tests for under-25s 
2422,many 'cannot afford a decent diet' 
2423,video: tell-tale signs of a mini-stroke 
2424,mini-strokes 'should not be ignored' 
2425,pharma buyout 'threat to research' 
2426,care home cctv 'could be considered' 
2427,hospital warned on oap patient care 
2428,care homes: the known and the unknown 
2429,drug resistance 'global threat' 
2430,near wrong-body-part op revealed 
2431,clarity urged on child surgery cases 
2432,pre-pregnancy diet 'affects genes' 
2433,care home residents 'doped up' 
2434,fibre 'helps heart-attack survivors' 
2435,home staff suspended after poor care 
2436,mps want newborn muscle disease test 
2437,audio: thousands ignore mini-stroke signs 
2438,mad-doctors and inconvenient people 
2439,"video: 'i'm in remission, thank god' "
2440,cost of free personal care up 162% 
2441,why do people take ayahuasca? 
2442,call for public heart shock machines 
2443,action plan to cut lung disease 
2444,apps combat phobias and anxiety 
2445,video: half with cancer 'live a decade' 
2446,'experience dementia via facebook' 
2447,half with cancer 'live a decade' 
2448,video: trust fined £200k for patient death 
2449,teen's cancer appeal hits £3m mark 
2450,trust fined £227k for patient death 
2451,strike threat over health salaries 
2452,long wait for chronic pain sufferers 
2453,'four abortions - but termination isn't right' 
2454,2|mon apr 28 07:07:40 +0000 2014|video: are electronic cigarettes safe? 
2455,pfizer confirms astrazeneca bid move 
2456,busting 'autism myths' with a camera 
2457,e-cigarette users reach 2 million 
2458,new nhs supply list 'to save £500m' 
2459,do bacteria hold key to weight loss? 
2460,video: cancer fundraiser sutton's new video 
2461,call to end vaccine 'nightmare' 
2462,video: sutton puts spotlight on teen cancer 
2463,health atlas shows risks by area 
2464,human skin grown in laboratory 
2465,elderly care: 'who will care for me?' 
2466,treats in moderation make kids happy 
2467,audio: the effects of spinal muscular atrophy 
2468,video: surgery 'won't cure confidence issues' 
2469,dog bites highest in deprived areas 
2470,cancer teen 'making huge difference' 
2471,worries over young wanting surgery 
2472,care needs to 'outstrip' family help 
2473,care needs to 'outstrip' family help 
2474,binge drinking 'link to overeating' 
2475,asthma inhalers may go into schools 
2476,video: breast cancer drug price cut call 
2477,anatomy of the cost of a new drug 
2478,clwyd hospital care claims rejected 
2479,hospice boss cleared of misconduct 
2480,272|wed apr 23 11:32:01 +0000 2014|cancer teen reaches £1m target 
2481,violent crime 'continues to fall' 
2482,37|wed apr 23 06:48:29 +0000 2014|trust 'failed' on 111 call answering 
2483,081|wed apr 23 00:23:14 +0000 2014|'a third' can't afford healthy food 
2484,breast cancer drug price cut urged 
2485,saudi health minister sacked 
2486,novartis in $16bn gsk division deal 
2487,scan training boosted by simulator 
2488,tue apr 22 06:55:49 +0000 2014|burnt boy's mother praises medics 
2489,video: package holidays blamed for cancer rise 
2490,in pictures: childhood vaccination 
2491,skin cancer rates 'surge since 70s' 
2492,why big buttocks can be bad for your health 
2493,video: buttock silicone injections 'lethal' 
2494,nhs data-sharing scheme 'mishandled' 
2495,audio: nhs trust 'blackened' doctor's name 
2496,foreign doctors 'need tougher test' 
2497,video: warning over foreign doctor training 
2498,bullied children still suffer at 50 
2499,routine operations: is a crisis brewing? 
2500,audio: man amputated hand to get 'reaction' 
2501,pensioners could get death estimate 
2502,all 18 care homes saved from closure 
2503,hospital infections 'still too high' 
2504,should drug firms make payments to doctors? 
2505,beard trend 'guided by evolution' 
2506,under 16s 'shut out of safe havens' 
2507,warning over bowel cancer screening 
2508,video: lord tebbit turns children's writer 
2509,'terror' of patient's op wake-up 
2510,067414016|tue apr 15 15:29:46 +0000 2014|crohn's patient loses fertility case 
2511,467636737|tue apr 15 15:29:45 +0000 2014|'care failings' over man's op death 
2512,audio: rnib: uk needs sight loss advisors 
2513,gp out-of-hours care 'diabolical' 
2514,video: inside the 'celeb' rehab centre 
2515,064|tue apr 15 02:37:45 +0000 2014|video: sensors to prevent pain for amputees 
2516,sensors to prevent pain for amputees 
2517,gp hours scheme 'to benefit 7m' 
2518,mps urge shift in complaint culture 
2519,"fund cancer research, insurers urged "
2520,why insurers should fund medical research 
2521,goggles help surgeons ‘see’ tumours 
2522,hepatitis c trial a 'turning point' 
2523,how often is prostate cancer misdiagnosed? 
2524,audio: man held for giving wife pain patch 
2525,audio: unison warns over paramedics' stress 
2526,537793|fri apr 11 07:01:25 +0000 2014|video: england 'being caught up on nhs' 
2527,video: hi-tech goggles 'detect cancer cells' 
2528,can you live without processed food? 
2529,longer waits but nhs holds its own 
2530,england 'being caught up on nhs' 
2531,doctors implant lab-grown vagina 
2532,half of prostate cancer misdiagnosed 
2533,'selfie' body image warning issued 
2534,'millions wasted' on flu drug 
2535,mental health cuts cost nhs millions 
2536,organ donations 'double since 2007' 
2537,jones attacks cameron over welsh nhs 
2538,video: nice urges greater action on steroids 
2539,bereaved parents heard at last 
2540,male eating disorders 'overlooked' 
2541,guinea 'ebola deaths pass 100' 
2542,living organ regeneration 'first' 
2543,'youngest baby' with ear implants 
2544,most scarlet fever cases in 20 years 
2545,village hopes to stub out smoking 
2546,tube 'inserted in wrong patient' 
2547,3824|tue apr 08 04:40:22 +0000 2014|spinal shocks revive paralysed legs 
2548,audio: 'rare condition which makes me smell' 
2549,hunt's gay blood stance questioned 
2550,cancer virus discovery helped by delayed flight 
2551,hiv home test kits given go-ahead 
2552,video: can smartphones ruin your sleep? 
2553,living with the 'opposite of autism' 
2554,good teeth may help sporting success 
2555,'huge variation' between hospitals 
2556,419143479296|fri apr 04 13:09:21 +0000 2014|scarlet fever cases rise in england 
2557,512920846336|fri apr 04 12:06:09 +0000 2014|liver transplant scheme for drinkers 
2558,511838703616|fri apr 04 12:06:09 +0000 2014|gadget light causing sleep problems 
2559,654321426433|fri apr 04 09:59:33 +0000 2014|mali on alert over ebola fears 
2560,lung cancer survival rates 'poor' 
2561,'new' oral cancer risks identified 
2562,how is ptsd diagnosed? 
2563,999 calls up as pollution continues 
2564,accesses to health data made public 
2565,'i lost 10 relatives to ebola' 
2566,8|thu apr 03 10:25:27 +0000 2014|cigarette packaging statement due 
2567,video: rise in fake hiv tests in uganda 
2568,hospital admits failings over death 
2569,running 'preserves thinking skills' 
2570,call for merged 'super' care budget 
2571,ketamine 'exciting' depression therapy 
2572,990282752|wed apr 02 22:11:32 +0000 2014|video: loneliness 'affects general health' 
2573,air pollution reaches high levels 
2574,cameron's welsh nhs 'scandal' claim 
2575,sa flavoured condoms to fight hiv 
2576,audio: gp warns over breast cancer self checks 
2577,the e-cigarettes phenomenon 
2578,what will pollution do to us? 
2579,536|wed apr 02 10:13:07 +0000 2014|video: e-cigs face curb in public places 
2580,video: benefit changes 'hurting disabled' 
2581,nhs staff face ban for poor english 
2582,e-cigs face curb in public places 
2583,high air pollution 'set to spread' 
2584,'no apology' over baby death 
2585,dieting monkeys offer long life hope 
2586,fears over dementia diagnosis push 
2587,lab cuts 'threat to human health' 
2588,video: nhs: 'team effort' to stay healthy 
2589,audio: would children eat 7 greens a day? 
2590,audio: mental health care 'needs transforming' 
2591,stem cell scientist 'misled world' 
2592,video: can we become addicted to technology? 
2593,video: lab cuts 'threat to human health' 
2594,doctors issue drinks price plea 
2595,video: 'seven a day' fruit and veg call 
2596,self-healing muscle grown in the lab 
2597,08|mon mar 31 23:24:40 +0000 2014|nhs facing 'biggest ever challenge' 
2598,'eat seven a day' fruit and veg call 
2599,538693121|mon mar 31 15:53:03 +0000 2014|ebola outbreak 'unprecedented' - msf 
2600,audio: births to women over 50 doubles 
2601,audio: scientist: adhd 'not a real disease' 
2602,video: 'can't go on shoving money into nhs' 
2603,ebola outbreak confirmed in liberia 
2604,staff shortage closes hospital beds 
2605,breast cancer 'personal drugs' hope 
2606,should we pay a £10 a month membership fee to the nhs? 
2607,nursing body faces mid-staffs censure 
2608,'step forward' in skin cancer fight 
2609,clearing the air 
2610,dentists to be given defibrillators 
2611,crossrail digs up black death victims 
2612,nurse in court charged with murders 
2613,basic instinct 'helps to spot liars' 
2614,murder charge after hospital deaths 
2615,video: mild winter eases a&amp;e pressures 
2616,video: deaf woman hears for first time 
2617,video: new clinic to target rare cancer 
2618,many a&amp;es 'have missed wait target' 
2619,video: two infected with tb from cats 
2620,'obamacare' sign-ups top six million 
2621,eleven patients' deaths investigated 
2622,what diseases can we get from pets? 
2623,guinea confirms ebola in capital 
2624,deaf woman hears for first time 
2625,video: moment deaf woman hears for first time 
2626,nurse arrested again over poisoning 
2627,video: the effect of floods on mental health 
2628,ni university 'cancer breakthrough' 
2629,stool test 'diagnoses bowel disease' 
2630,smoking bans 'improve child health' 
2631,video: 'milestone' in fight against polio 
2632,video: manmade dna may 'revolutionise' medicine 
2633,video: superspreaders: tracking tuberculosis 
2634,video: smokers 'not attracted to packets' 
2635,trust to stay in control of hospital 
2636,audio: pet cat saves diabetic girl 20 times 
2637,video: 'overweight' now seen as 'normal' 
2638,video: 'two thirds of adults overweight' 
2639,'action' need over weekend doctors 
2640,"world now 80% polio free, who says "
2641,pet cats infect two people with tb 
2642,overweight 'being seen as the norm' 
2643,beating the odds to be nus president 
2644,new insight into learning maths 
2645,councils 'divert' public health cash 
2646,autism 'begins long before birth' 
2647,patients waiting 29 hours in rvh 
2648,faecal bugs 'safe for gut treatment' 
2649,audio: nice defends morning-after pill plan 
2650,know your 'true' heart age for risk 
2651,overhaul of emergency nhs targets 
2652,is water fluoridation the next big thing? 
2653,video: nhs urged to halve serious mistakes 
2654,blood pressure 'spikes' for doctors 
2655,children 'under-dosed' on penicillin 
2656,nhs urged to halve serious mistakes 
2657,video: west africa on ebola high alert 
2658,doctors: when to lose baby weight 
2660,health board chief to take new role 
2661,nurse whistleblower wins damages 
2662,guinea bans bats to curb ebola virus 
2663,video: afghanistan's long distance doctors 
2664,consider mass fluoridation of water 
2665,air pollution 'killed seven million' 
2666,video: rural gps surgeries at risk 
2667,faulty 'delayed puberty' gene found 
2668,child mental health issues 'missed' 
2670,mental health help 'needed in schools' 
2671,puffed out? 
2672,anonymous donor funds boy's surgery 
2673,virus in guinea capital not ebola 
2674,mother and daughter both battle tb 
2675,warning over burning aborted foetuses 
2676,video: prosthesis advance offers new hope 
2677,death hospital's catalogue of errors 
2678,active mums 'have active children' 
2679,fraud 'costing nhs £5bn a year' 
2680,video: 'threat of extinction' to gp service 
2681,'threat of extinction' to gp service 
2682,dog disease could be medical boon 
2683,doctors 'outraged' at nhs pay deal 
2684,fears over statins 'are misleading' 
2685,why 'no make up selfies' raised £2m 
2686,call for change to breast screening 
2687,video: woman sees again after pioneering op 
2688,uk 100-year-olds increase by 73% 
2689,two face genital mutilation charges 
2690,uk experts back meningitis b jab 
2691,hospitals feeling the pinch 
2692,poor care 'resulted in baby's death' 
2693,'ban junk food tv ads until 21:00' 
2694,miscarriage link to low ivf success 
2695,thu mar 20 23:05:34 +0000 2014|nose can detect one trillion odours 
2696,nose can detect one trillion odours 
2697,72640|thu mar 20 11:52:54 +0000 2014|girl died after paramedic 'failure' 
2698,lung cancer rates up among uk women 
2699,commuters 'like choosing gp practice' 
2700,nhs complaints system 'too complex' 
2701,1348934656|wed mar 19 22:57:27 +0000 2014|rapid breaths 'protect early babies' 
2702,ambulances: a call centre worker on a busy job 
2703,"78697781248|wed mar 19 08:45:22 +0000 2014|hospitals treat 4,000 fgm patients "
2704,death 'core business' of hospitals 
2705,lost sleep may mean lost brain cells 
2706,statins 'may help control ms' 
2707,patient feedback posts open to abuse 
2708,'gut brew' gives chocolate its edge 
2709,jones criticises clwyd's nhs attacks 
2710,extra nurses bid to improve a&amp;e 
2711,ancient egyptian had earliest cancer 
2712,3273729|tue mar 18 12:26:25 +0000 2014|cancer hospital 'in licence breach' 
2713,alcohol-related brain damage concern 
2714,st john's wort blights contraceptive 
2715,foetuses were 'kept' at hospital 
2716,watchdog 'needs fundamental review' 
2717,charity call for patient care review 
2718,video: is saturated fats advice misguided? 
2719,"video: cancer 'existed 3,000 years ago' "
2720,china 'has halved its tb problem' 
2721,baby organ donor rules 'deadly' 
2722,video: is buying breast milk online safe? 
2723,saturated fat advice 'unclear' 
2724,ambulance watch: a day in the life 
2725,thousands of nhs staff rehired 
2726,patients sent to doctor's hospital 
2727,the a&amp;e doctors moving to australia 
2728,71|mon mar 17 02:25:50 +0000 2014|'vigorous exercise' cuts flu risk 
2729,video: ‘i’ve got a rubber stuck in my ear’ 
2730,video: skin-tight suits for space explorers 
2731,scots tories: end free prescriptions 
2732,secretion secrets: things you didn’t know about ear wax 
2733,audio: teen twins win science award 
2734,73179648|sat mar 15 03:31:21 +0000 2014|coping without a sense of smell 
2735,catching a yawn is 'linked to age' 
2736,7667072|fri mar 14 15:54:03 +0000 2014|plea for rare group blood donors 
2737,poor 'face many years of bad health' 
